CountryCode,state,city,lat,lon,area_code
it,Italy,Rome,41.88708479948808,12.46026946423719,
it,Italy,Milan,45.479562639806275,9.188538324728906,
it,Italy,Naples,40.8544167395391,14.268855806274795,
it,Italy,Venice,45.48965100295411,12.246737617024369,
it,Italy,Bologna,44.49941755669813,11.321582014393396,
it,Italy,Bari,41.12679630245125,16.798924775354493,
it,Italy,Taranto,40.41953887346646,17.221659987380143,
it,Italy,Salerno,40.67653622978147,14.76851500623054,
it,Italy,Turin,45.07632879932426,7.650717618962149,
it,Italy,Perugia,43.10202819657097,12.382252280597191,
